,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
10,Marc Webb,Emma Stone,Andrew Garfield,Chris Zylka,Action Adventure Fantasy,the amazing spider-man,Emma Stone Andrew Garfield Chris Zylka Marc Webb Action Adventure Fantasy
11,Peter Jackson,Aidan Turner,Adam Brown,James Nesbitt,Adventure Fantasy,the hobbit: the desolation of smaug,Aidan Turner Adam Brown James Nesbitt Peter Jackson Adventure Fantasy
12,Chris Weitz,Christopher Lee,Eva Green,Kristin Scott Thomas,Adventure Family Fantasy,the golden compass,Christopher Lee Eva Green Kristin Scott Thomas Chris Weitz Adventure Family Fantasy
13,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-man 2,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance
14,Brett Ratner,Hugh Jackman,Kelsey Grammer,Daniel Cudmore,Action Adventure Fantasy Sci-Fi Thriller,x-men: the last stand,Hugh Jackman Kelsey Grammer Daniel Cudmore Brett Ratner Action Adventure Fantasy Sci-Fi Thriller
15,Dan Scanlon,Steve Buscemi,Tyler Labine,Sean Hayes,Adventure Animation Comedy Family Fantasy,monsters university,Steve Buscemi Tyler Labine Sean Hayes Dan Scanlon Adventure Animation Comedy Family Fantasy
16,Marc Webb,Emma Stone,Andrew Garfield,B.J. Novak,Action Adventure Fantasy Sci-Fi,the amazing spider-man 2,Emma Stone Andrew Garfield B.J. Novak Marc Webb Action Adventure Fantasy Sci-Fi
17,Lee Unkrich,Tom Hanks,John Ratzenberger,Don Rickles,Adventure Animation Comedy Family Fantasy,toy story 3,Tom Hanks John Ratzenberger Don Rickles Lee Unkrich Adventure Animation Comedy Family Fantasy
18,Bryan Singer,Jennifer Lawrence,Peter Dinklage,Hugh Jackman,Action Adventure Fantasy Sci-Fi Thriller,x-men: days of future past,Jennifer Lawrence Peter Dinklage Hugh Jackman Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
19,Bryan Singer,Eddie Marsan,Ewen Bremner,Ralph Brown,Adventure Fantasy,jack the giant slayer,Eddie Marsan Ewen Bremner Ralph Brown Bryan Singer Adventure Fantasy
20,Mike Newell,Jake Gyllenhaal,Richard Coyle,Reece Ritchie,Action Adventure Fantasy Romance,prince of persia: the sands of time,Jake Gyllenhaal Richard Coyle Reece Ritchie Mike Newell Action Adventure Fantasy Romance
21,Steven Spielberg,Harrison Ford,Ray Winstone,Jim Broadbent,Action Adventure Fantasy,indiana jones and the kingdom of the crystal skull,Harrison Ford Ray Winstone Jim Broadbent Steven Spielberg Action Adventure Fantasy
22,Peter Sohn,A.J. Buckley,Jack McGraw,Peter Sohn,Adventure Animation Comedy Family Fantasy,the good dinosaur,A.J. Buckley Jack McGraw Peter Sohn Peter Sohn Adventure Animation Comedy Family Fantasy
23,Mark Andrews,Kelly Macdonald,John Ratzenberger,Julie Walters,Adventure Animation Comedy Family Fantasy,brave,Kelly Macdonald John Ratzenberger Julie Walters Mark Andrews Adventure Animation Comedy Family Fantasy
24,Robert Zemeckis,Robin Wright,Colin Firth,Gary Oldman,Animation Drama Family Fantasy,a christmas carol,Robin Wright Colin Firth Gary Oldman Robert Zemeckis Animation Drama Family Fantasy
25,Andrew Adamson,Jim Broadbent,Kiran Shah,Shane Rangi,Adventure Family Fantasy,"the chronicles of narnia: the lion, the witch and the wardrobe",Jim Broadbent Kiran Shah Shane Rangi Andrew Adamson Adventure Family Fantasy
26,Rob Cohen,Jet Li,Brendan Fraser,Russell Wong,Action Adventure Fantasy Horror Thriller,the mummy: tomb of the dragon emperor,Jet Li Brendan Fraser Russell Wong Rob Cohen Action Adventure Fantasy Horror Thriller
27,Tom Shadyac,Jimmy Bennett,Morgan Freeman,Steve Carell,Comedy Family Fantasy,evan almighty,Jimmy Bennett Morgan Freeman Steve Carell Tom Shadyac Comedy Family Fantasy
28,Pete Docter,Amy Poehler,Mindy Kaling,Phyllis Smith,Adventure Animation Comedy Drama Family Fantasy,inside out,Amy Poehler Mindy Kaling Phyllis Smith Pete Docter Adventure Animation Comedy Drama Family Fantasy
29,Rupert Sanders,Chris Hemsworth,Kristen Stewart,Sam Claflin,Action Adventure Drama Fantasy,snow white and the huntsman,Chris Hemsworth Kristen Stewart Sam Claflin Rupert Sanders Action Adventure Drama Fantasy
30,Robert Stromberg,Angelina Jolie Pitt,Sharlto Copley,Sam Riley,Action Adventure Family Fantasy Romance,maleficent,Angelina Jolie Pitt Sharlto Copley Sam Riley Robert Stromberg Action Adventure Family Fantasy Romance
31,Carl Rinsch,Keanu Reeves,Cary-Hiroyuki Tagawa,Jin Akanishi,Action Adventure Drama Fantasy,47 ronin,Keanu Reeves Cary-Hiroyuki Tagawa Jin Akanishi Carl Rinsch Action Adventure Drama Fantasy
32,Mike Mitchell,Jon Hamm,Kathy Griffin,Mary Kay Place,Adventure Animation Comedy Family Fantasy,shrek forever after,Jon Hamm Kathy Griffin Mary Kay Place Mike Mitchell Adventure Animation Comedy Family Fantasy
33,Robert Zemeckis,Tom Hanks,Eddie Deezen,Peter Scolari,Adventure Animation Family Fantasy,the polar express,Tom Hanks Eddie Deezen Peter Scolari Robert Zemeckis Adventure Animation Family Fantasy
34,Dean DeBlois,Gerard Butler,America Ferrera,Craig Ferguson,Adventure Animation Family Fantasy,how to train your dragon,Gerard Butler America Ferrera Craig Ferguson Dean DeBlois Adventure Animation Family Fantasy
35,Peter Jackson,Aidan Turner,Adam Brown,James Nesbitt,Adventure Fantasy,the hobbit: an unexpected journey,Aidan Turner Adam Brown James Nesbitt Peter Jackson Adventure Fantasy
36,David Fincher,Brad Pitt,Jason Flemyng,Julia Ormond,Drama Fantasy Romance,the curious case of benjamin button,Brad Pitt Jason Flemyng Julia Ormond David Fincher Drama Fantasy Romance
37,Jon Turteltaub,Nicolas Cage,Omar Benson Miller,Robert Capron,Action Adventure Family Fantasy,the sorcerer's apprentice,Nicolas Cage Omar Benson Miller Robert Capron Jon Turteltaub Action Adventure Family Fantasy
38,James Bobin,Johnny Depp,Alan Rickman,Anne Hathaway,Adventure Family Fantasy,alice through the looking glass,Johnny Depp Alan Rickman Anne Hathaway James Bobin Adventure Family Fantasy
39,Chris Miller,Justin Timberlake,Eric Idle,Rupert Everett,Adventure Animation Comedy Family Fantasy,shrek the third,Justin Timberlake Eric Idle Rupert Everett Chris Miller Adventure Animation Comedy Family Fantasy
40,Duncan Jones,Dominic Cooper,Callum Rennie,Ruth Negga,Action Adventure Fantasy,warcraft,Dominic Cooper Callum Rennie Ruth Negga Duncan Jones Action Adventure Fantasy
41,Michael Apted,Bruce Spence,Shane Rangi,Laura Brent,Adventure Family Fantasy,the chronicles of narnia: the voyage of the dawn treader,Bruce Spence Shane Rangi Laura Brent Michael Apted Adventure Family Fantasy
42,David Yates,Robert Pattinson,Daniel Radcliffe,Fiona Shaw,Adventure Family Fantasy Mystery,harry potter and the order of the phoenix,Robert Pattinson Daniel Radcliffe Fiona Shaw David Yates Adventure Family Fantasy Mystery
43,Mike Newell,Robert Pattinson,Daniel Radcliffe,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the goblet of fire,Robert Pattinson Daniel Radcliffe Rupert Grint Mike Newell Adventure Family Fantasy Mystery
44,Tim Burton,Johnny Depp,Christopher Lee,David Kelly,Adventure Comedy Family Fantasy,charlie and the chocolate factory,Johnny Depp Christopher Lee David Kelly Tim Burton Adventure Comedy Family Fantasy
45,Brad Bird,Janeane Garofalo,John Ratzenberger,Brian Dennehy,Animation Comedy Family Fantasy,ratatouille,Janeane Garofalo John Ratzenberger Brian Dennehy Brad Bird Animation Comedy Family Fantasy
46,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: battle of the smithsonian,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
47,Gavin Hood,Hugh Jackman,Ryan Reynolds,Dominic Monaghan,Action Adventure Fantasy Sci-Fi Thriller,x-men origins: wolverine,Hugh Jackman Ryan Reynolds Dominic Monaghan Gavin Hood Action Adventure Fantasy Sci-Fi Thriller
48,Chris Buck,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Adventure Animation Comedy Family Fantasy Musical,frozen,Josh Gad Maurice LaMarche Livvy Stubenrauch Chris Buck Adventure Animation Comedy Family Fantasy Musical
49,Alan Taylor,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action Adventure Fantasy,thor: the dark world,Chris Hemsworth Natalie Portman Anthony Hopkins Alan Taylor Action Adventure Fantasy
50,Kenneth Branagh,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action Adventure Fantasy,thor,Chris Hemsworth Natalie Portman Anthony Hopkins Kenneth Branagh Action Adventure Fantasy
51,Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Action Adventure Animation Comedy Family Fantasy Sci-Fi,g-force,Kelli Garner Piper Mackenzie Harris Niecy Nash Hoyt Yeatman Action Adventure Animation Comedy Family Fantasy Sci-Fi
52,Jonathan Liebesman,Liam Neeson,Edgar RamÃÂ­rez,Lily James,Action Adventure Fantasy,wrath of the titans,Liam Neeson Edgar RamÃÂ­rez Lily James Jonathan Liebesman Action Adventure Fantasy
53,Tim Burton,Johnny Depp,ChloÃÂ« Grace Moretz,Christopher Lee,Comedy Fantasy Horror,dark shadows,Johnny Depp ChloÃÂ« Grace Moretz Christopher Lee Tim Burton Comedy Fantasy Horror
54,Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Drama Fantasy Horror Thriller,the wolfman,Anthony Hopkins Simon Merrells Art Malik Joe Johnston Drama Fantasy Horror Thriller
55,M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Action Adventure Family Fantasy,the last airbender,Seychelle Gabriel Noah Ringer Aasif Mandvi M. Night Shyamalan Action Adventure Family Fantasy
56,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi
57,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian RochÃÂ©,Action Adventure Animation Fantasy,beowulf,Robin Wright Anthony Hopkins Sebastian RochÃÂ© Robert Zemeckis Action Adventure Animation Fantasy
58,Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,rise of the guardians,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy
59,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-man,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance
60,Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy
61,Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,gods of egypt,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy
62,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi
63,Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the bfg,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy
64,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
65,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy
66,Alfonso CuarÃÂ³n,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso CuarÃÂ³n Adventure Family Fantasy Mystery
67,Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,harry potter and the deathly hallows: part ii,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy
68,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
69,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's stone,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
70,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,r.i.p.d.,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy
71,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
72,Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,harry potter and the deathly hallows: part i,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
73,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
74,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,how the grinch stole christmas,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy
75,Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of pi,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy
76,Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost rider,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
77,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,stuart little 2,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
78,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
79,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
80,Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,"monsters, inc.",Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
81,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
82,Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,the croods,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy
83,FrÃÂ©dÃÂ©ric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,asterix at the olympic games,Alain Delon Santiago Segura Vanessa Hessler FrÃÂ©dÃÂ©ric Forestier Adventure Comedy Family Fantasy
84,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,the huntsman: winter's war,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy
85,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,night at the museum,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy
86,Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy,gulliver's travels,James Corden Catherine Tate Olly Alexander Rob Letterman Adventure Comedy Family Fantasy
87,Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Action Drama Fantasy War,300: rise of an empire,Eva Green Sullivan Stapleton Peter Mensah Noam Murro Action Drama Fantasy War
88,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure Animation Comedy Family Fantasy,the smurfs,Mahadeo Shivraj Tim Gunn Madison McKinley Raja Gosnell Adventure Animation Comedy Family Fantasy
89,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Adventure Animation Comedy Family Fantasy,the smurfs 2,Jacob Tremblay Nancy O'Dell Vanessa Matsui Raja Gosnell Adventure Animation Comedy Family Fantasy
90,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,the lord of the rings: the fellowship of the ring,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
91,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure Comedy Family Fantasy,the cat in the hat,Sean Hayes Kelly Preston Spencer Breslin Bo Welch Adventure Comedy Family Fantasy
92,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure Comedy Family Fantasy,stuart little,Chazz Palminteri Nathan Lane Jeffrey Jones Rob Minkoff Adventure Comedy Family Fantasy
93,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation Family Fantasy Musical Romance,the princess and the frog,Oprah Winfrey Jenifer Lewis Anika Noni Rose Ron Clements Animation Family Fantasy Musical Romance
94,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Family Fantasy Mystery,harry potter and the chamber of secrets,Daniel Radcliffe Rupert Grint Emma Watson Chris Columbus Adventure Family Fantasy Mystery
95,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Adventure Animation Comedy Family Fantasy,the emperor's new groove,Eartha Kitt Wendie Malick John Fiedler Mark Dindal Adventure Animation Comedy Family Fantasy
96,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Action Adventure Family Fantasy,eragon,Djimon Hounsou Ed Speleers Gary Lewis Stefen Fangmeier Action Adventure Family Fantasy
97,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Adventure Drama Family Fantasy,where the wild things are,Catherine O'Hara Ryan Corr Max Records Spike Jonze Adventure Drama Family Fantasy
98,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Adventure Animation Family Fantasy,epic,Josh Hutcherson Emma Kenney Troy Evans Chris Wedge Adventure Animation Family Fantasy
99,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Action Fantasy Horror Mystery,end of days,CCH Pounder Mark Margolis Udo Kier Peter Hyams Action Fantasy Horror Mystery
100,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Action Adventure Fantasy,batman forever,Michael Gough Rene Auberjonois Debi Mazar Joel Schumacher Action Adventure Fantasy
101,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Action Adventure Animation Family Fantasy,legend of the guardians: the owls of ga'hoole,Abbie Cornish Richard Roxburgh Anthony LaPaglia Zack Snyder Action Adventure Animation Family Fantasy
102,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Action Crime Fantasy Romance Thriller,catwoman,Frances Conroy Christopher Heyerdahl Alex Borstein Pitof Action Crime Fantasy Romance Thriller
103,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,Comedy Family Fantasy,son of the mask,Jamie Kennedy Traylor Howard Ben Stein Lawrence Guterman Comedy Family Fantasy
104,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Action Adventure Fantasy Thriller,the mummy returns,Dwayne Johnson Brendan Fraser Patricia Velasquez Stephen Sommers Action Adventure Fantasy Thriller
105,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Action Adventure Drama Fantasy,the lord of the rings: the return of the king,Orlando Bloom Billy Boyd Bernard Hill Peter Jackson Action Adventure Drama Fantasy
106,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,the lord of the rings: the two towers,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
107,Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,Action Adventure Fantasy,seventh son,Jeff Bridges Djimon Hounsou Olivia Williams Sergey Bodrov Action Adventure Fantasy
108,Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Action Adventure Fantasy Thriller,lara croft: tomb raider,Angelina Jolie Pitt Noah Taylor Chris Barrie Simon West Action Adventure Fantasy Thriller
109,Mark Waters,Martin Short,Tod Fennell,Joan Plowright,Adventure Family Fantasy,the spiderwick chronicles,Martin Short Tod Fennell Joan Plowright Mark Waters Adventure Family Fantasy
110,Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan,Adventure Family Fantasy,percy jackson & the olympians: the lightning thief,Logan Lerman Rosario Dawson Steve Coogan Chris Columbus Adventure Family Fantasy
111,John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight,Adventure Animation Comedy Family Fantasy,toy story 2,Tom Hanks John Ratzenberger Wayne Knight John Lasseter Adventure Animation Comedy Family Fantasy
112,Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto,Drama Fantasy Horror Mystery Thriller,what lies beneath,Harrison Ford Amber Valletta Miranda Otto Robert Zemeckis Drama Fantasy Horror Mystery Thriller
113,Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick,Adventure Comedy Drama Fantasy Romance,the secret life of walter mitty,Adam Scott Adrian Martinez Joey Slotnick Ben Stiller Adventure Comedy Drama Fantasy Romance
114,Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray,Adventure Animation Family Fantasy Musical War,mulan,Ming-Na Wen Harvey Fierstein June Foray Tony Bancroft Adventure Animation Family Fantasy Musical War
115,Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,Action Adventure Animation Family Fantasy Sci-Fi,atlantis: the lost empire,Leonard Nimoy Jim Varney Cree Summer Gary Trousdale Action Adventure Animation Family Fantasy Sci-Fi
116,Walt Becker,Bella Thorne,Joshua Mikel,Jesse McCartney,Adventure Animation Comedy Family Fantasy Music,alvin and the chipmunks: the road chip,Bella Thorne Joshua Mikel Jesse McCartney Walt Becker Adventure Animation Comedy Family Fantasy Music
117,Rob Minkoff,Marsha Thomason,Rachael Harris,Marc John Jefferies,Comedy Family Fantasy Horror Mystery,the haunted mansion,Marsha Thomason Rachael Harris Marc John Jefferies Rob Minkoff Comedy Family Fantasy Horror Mystery
118,Thor Freudenthal,Logan Lerman,Leven Rambin,Brandon T. Jackson,Adventure Family Fantasy,percy jackson: sea of monsters,Logan Lerman Leven Rambin Brandon T. Jackson Thor Freudenthal Adventure Family Fantasy
119,Jan de Bont,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,Action Adventure Fantasy,lara croft tomb raider: the cradle of life,Gerard Butler Angelina Jolie Pitt Djimon Hounsou Jan de Bont Action Adventure Fantasy
120,Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,Richard E. Grant,Action Family Fantasy Musical,the nutcracker in 3d,Shirley Henderson Nathan Lane Richard E. Grant Andrey Konchalovskiy Action Family Fantasy Musical
121,Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz,Animation Comedy Family Fantasy,hotel transylvania,Steve Buscemi Adam Sandler Jon Lovitz Genndy Tartakovsky Animation Comedy Family Fantasy
122,Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore,Animation Comedy Family Fantasy Musical Romance,enchanted,Jeff Bennett Teala Dunn Fred Tatasciore Kevin Lima Animation Comedy Family Fantasy Musical Romance
123,John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,Action Adventure Comedy Fantasy,last action hero,F. Murray Abraham Tom Noonan Joan Plowright John McTiernan Action Adventure Comedy Fantasy
124,Sarah Smith,Jim Broadbent,Imelda Staunton,Michael Palin,Adventure Animation Comedy Family Fantasy,arthur christmas,Jim Broadbent Imelda Staunton Michael Palin Sarah Smith Adventure Animation Comedy Family Fantasy
125,Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber,Drama Fantasy Romance,meet joe black,Anthony Hopkins Brad Pitt Jake Weber Martin Brest Drama Fantasy Romance
126,Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn,Adventure Comedy Drama Family Fantasy,mirror mirror,Julia Roberts Nathan Lane Danny Woodburn Tarsem Singh Adventure Comedy Drama Family Fantasy
127,Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong,Action Comedy Fantasy Romance,scott pilgrim vs. the world,Anna Kendrick Kieran Culkin Ellen Wong Edgar Wright Action Comedy Fantasy Romance
