,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
47,Joe Dante,Christopher Lee,Robert Picardo,Phoebe Cates,Comedy Fantasy Horror,gremlins 2: the new batch,Christopher Lee Robert Picardo Phoebe Cates Joe Dante Comedy Fantasy Horror
48,Alexander Witt,Milla Jovovich,Thomas Kretschmann,Mike Epps,Action Horror Sci-Fi Thriller,resident evil: apocalypse,Milla Jovovich Thomas Kretschmann Mike Epps Alexander Witt Action Horror Sci-Fi Thriller
49,Chuck Bowman,P.J. Soles,Lochlyn Munro,Steve Bacic,Horror Thriller,the tooth fairy,P.J. Soles Lochlyn Munro Steve Bacic Chuck Bowman Horror Thriller
50,Stephen Frears,Julia Roberts,Bronagh Gallagher,George Cole,Drama Horror Romance Thriller,mary reilly,Julia Roberts Bronagh Gallagher George Cole Stephen Frears Drama Horror Romance Thriller
51,Stephen Norrington,Sanaa Lathan,Traci Lords,Udo Kier,Action Horror,blade,Sanaa Lathan Traci Lords Udo Kier Stephen Norrington Action Horror
52,Luis Llosa,Frank Welker,Eric Stoltz,Kari Wuhrer,Action Adventure Horror Thriller,anaconda,Frank Welker Eric Stoltz Kari Wuhrer Luis Llosa Action Adventure Horror Thriller
53,Russell Mulcahy,Milla Jovovich,Mike Epps,James Tumminia,Action Horror Sci-Fi Thriller,resident evil: extinction,Milla Jovovich Mike Epps James Tumminia Russell Mulcahy Action Horror Sci-Fi Thriller
54,Stephen Sommers,Djimon Hounsou,Jason Flemyng,Wes Studi,Action Adventure Horror Sci-Fi,deep rising,Djimon Hounsou Jason Flemyng Wes Studi Stephen Sommers Action Adventure Horror Sci-Fi
55,unknown,Pierre Perrier,Clotilde Hesme,CÃÂ©line Sallette,Drama Fantasy Horror Mystery,the returnedÃÂ            ,Pierre Perrier Clotilde Hesme CÃÂ©line Sallette unknown Drama Fantasy Horror Mystery
56,Mark Pellington,Debra Messing,Will Patton,David Eigenberg,Drama Horror Mystery Thriller,the mothman prophecies,Debra Messing Will Patton David Eigenberg Mark Pellington Drama Horror Mystery Thriller
57,Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,Fantasy Horror Mystery Thriller,red riding hood,Gary Oldman Billy Burke Virginia Madsen Catherine Hardwicke Fantasy Horror Mystery Thriller
58,James Wan,Javier Botet,Frances O'Connor,Robin Atkin Downes,Horror Mystery Thriller,the conjuring 2,Javier Botet Frances O'Connor Robin Atkin Downes James Wan Horror Mystery Thriller
59,Wes Craven,Kelly Rutherford,Roger Jackson,Nancy O'Dell,Horror Mystery,scream 3,Kelly Rutherford Roger Jackson Nancy O'Dell Wes Craven Horror Mystery
60,Francis Ford Coppola,Keanu Reeves,Anthony Hopkins,Gary Oldman,Fantasy Horror Romance,bram stoker's dracula,Keanu Reeves Anthony Hopkins Gary Oldman Francis Ford Coppola Fantasy Horror Romance
61,David R. Ellis,Krista Allen,Andrew Fiscella,Shantel VanSanten,Horror,the final destination,Krista Allen Andrew Fiscella Shantel VanSanten David R. Ellis Horror
62,Mark A.Z. DippÃÂ©,Michael Jai White,Frank Welker,Miko Hughes,Action Horror,spawn,Michael Jai White Frank Welker Miko Hughes Mark A.Z. DippÃÂ© Action Horror
63,Iain Softley,Gena Rowlands,Deneen Tyler,Joy Bryant,Horror Mystery Thriller,the skeleton key,Gena Rowlands Deneen Tyler Joy Bryant Iain Softley Horror Mystery Thriller
64,Mathieu Kassovitz,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,Horror Mystery Thriller,gothika,Robert Downey Jr. Charles S. Dutton Bernard Hill Mathieu Kassovitz Horror Mystery Thriller
65,Colin Strause,Sam Trammell,Johnny Lewis,Ian Whyte,Action Horror Sci-Fi Thriller,aliens vs. predator: requiem,Sam Trammell Johnny Lewis Ian Whyte Colin Strause Action Horror Sci-Fi Thriller
66,Wes Craven,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,Horror Mystery,scream 4,Alison Brie Aimee Teegarden Shenae Grimes-Beech Wes Craven Horror Mystery
67,Steven Quale,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,Horror,final destination 5,Emma Bell Jacqueline MacInnes Wood Courtney B. Vance Steven Quale Horror
68,Chuck Russell,Rufus Sewell,Jimmy Smits,Angela Bettis,Crime Drama Horror Thriller,bless the child,Rufus Sewell Jimmy Smits Angela Bettis Chuck Russell Crime Drama Horror Thriller
69,John Frankenheimer,Marlon Brando,Temuera Morrison,Marco Hofschneider,Horror Sci-Fi Thriller,the island of dr. moreau,Marlon Brando Temuera Morrison Marco Hofschneider John Frankenheimer Horror Sci-Fi Thriller
70,Stephen Hopkins,Stephen Rea,Andrea Frankle,William Ragsdale,Horror Thriller,the reaping,Stephen Rea Andrea Frankle William Ragsdale Stephen Hopkins Horror Thriller
71,William Malone,Natascha McElhone,Jeffrey Combs,Udo Kier,Crime Horror Thriller,feardotcom,Natascha McElhone Jeffrey Combs Udo Kier William Malone Crime Horror Thriller
72,Christian Alvart,Norman Reedus,Dennis Quaid,Eddie Rouse,Action Horror Mystery Sci-Fi Thriller,pandorum,Norman Reedus Dennis Quaid Eddie Rouse Christian Alvart Action Horror Mystery Sci-Fi Thriller
73,Tim Burton,Martin Landau,Catherine O'Hara,Atticus Shaffer,Animation Comedy Family Horror Sci-Fi,frankenweenie,Martin Landau Catherine O'Hara Atticus Shaffer Tim Burton Animation Comedy Family Horror Sci-Fi
74,John Carpenter,Wilford Brimley,Richard Masur,David Clennon,Horror Mystery Sci-Fi,the thing,Wilford Brimley Richard Masur David Clennon John Carpenter Horror Mystery Sci-Fi
75,Mikael HÃÂ¥fstrÃÂ¶m,Anthony Hopkins,Colin O'Donoghue,Toby Jones,Drama Horror Mystery Thriller,the rite,Anthony Hopkins Colin O'Donoghue Toby Jones Mikael HÃÂ¥fstrÃÂ¶m Drama Horror Mystery Thriller
76,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Action Horror Sci-Fi Thriller,species,Natasha Henstridge Marg Helgenberger Jordan Lund Roger Donaldson Action Horror Sci-Fi Thriller
77,Tarsem Singh,Dylan Baker,Jake Weber,James Gammon,Horror Sci-Fi Thriller,the cell,Dylan Baker Jake Weber James Gammon Tarsem Singh Horror Sci-Fi Thriller
78,Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Colin Salmon,Action Horror Sci-Fi,resident evil,Milla Jovovich Jaymes Butler Colin Salmon Paul W.S. Anderson Action Horror Sci-Fi
79,Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,Horror Mystery Thriller,from hell,Johnny Depp Jason Flemyng Ian Richardson Albert Hughes Horror Mystery Thriller
80,Alexandre Aja,Jason Flemyng,Cameron Boyce,Julian Glover,Horror Mystery,mirrors,Jason Flemyng Cameron Boyce Julian Glover Alexandre Aja Horror Mystery
81,Michael Rymer,Aaliyah,Lena Olin,Bruce Spence,Drama Fantasy Horror,queen of the damned,Aaliyah Lena Olin Bruce Spence Michael Rymer Drama Fantasy Horror
82,Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall,Action Horror Sci-Fi,predator 2,Adam Baldwin Robert Davi Kevin Peter Hall Stephen Hopkins Action Horror Sci-Fi
83,Wes Craven,Shannon Elizabeth,Portia de Rossi,Derek Mears,Comedy Horror,cursed,Shannon Elizabeth Portia de Rossi Derek Mears Wes Craven Comedy Horror
84,Kimble Rendall,Alex Russell,Cariba Heine,Richard Brancatisano,Action Horror Sci-Fi,bait,Alex Russell Cariba Heine Richard Brancatisano Kimble Rendall Action Horror Sci-Fi
85,Chris Gorak,Max Minghella,Veronika Vernadskaya,Dato Bakhtadze,Action Adventure Horror Sci-Fi Thriller,the darkest hour,Max Minghella Veronika Vernadskaya Dato Bakhtadze Chris Gorak Action Adventure Horror Sci-Fi Thriller
86,Joe Charbanic,Keanu Reeves,Joseph Sikora,Chris Ellis,Crime Horror Mystery Thriller,the watcher,Keanu Reeves Joseph Sikora Chris Ellis Joe Charbanic Crime Horror Mystery Thriller
87,Rupert Wainwright,Nia Long,Enrico Colantoni,Portia de Rossi,Horror,stigmata,Nia Long Enrico Colantoni Portia de Rossi Rupert Wainwright Horror
88,Hyung-rae Shim,Robert Forster,Aimee Garcia,Chris Mulkey,Action Drama Fantasy Horror Thriller,dragon wars: d-war,Robert Forster Aimee Garcia Chris Mulkey Hyung-rae Shim Action Drama Fantasy Horror Thriller
89,Frank Marshall,Julian Sands,Peter Jason,Brian McNamara,Comedy Fantasy Horror Thriller,arachnophobia,Julian Sands Peter Jason Brian McNamara Frank Marshall Comedy Fantasy Horror Thriller
90,Jonathan Levine,Cory Hardrict,Vincent Leclerc,Daniel Rindress-Kay,Comedy Horror Romance,warm bodies,Cory Hardrict Vincent Leclerc Daniel Rindress-Kay Jonathan Levine Comedy Horror Romance
91,Sam Raimi,Bojana Novakovic,Alison Lohman,Reggie Lee,Horror Thriller,drag me to hell,Bojana Novakovic Alison Lohman Reggie Lee Sam Raimi Horror Thriller
92,David Slade,Danny Huston,Mark Rendall,Megan Franich,Horror,30 days of night,Danny Huston Mark Rendall Megan Franich David Slade Horror
93,Drew Goddard,Chris Hemsworth,Bradley Whitford,Kristen Connolly,Fantasy Horror Mystery Thriller,the cabin in the woods,Chris Hemsworth Bradley Whitford Kristen Connolly Drew Goddard Fantasy Horror Mystery Thriller
94,Frank Oz,Bill Murray,Jim Belushi,Tisha Campbell-Martin,Comedy Horror Musical Sci-Fi,little shop of horrors,Bill Murray Jim Belushi Tisha Campbell-Martin Frank Oz Comedy Horror Musical Sci-Fi
95,Scott Derrickson,Olivia Munn,Dorian Missick,Edgar RamÃÂ­rez,Horror Mystery Thriller,deliver us from evil,Olivia Munn Dorian Missick Edgar RamÃÂ­rez Scott Derrickson Horror Mystery Thriller
96,Kurt Wimmer,Milla Jovovich,Cameron Bright,Nick Chinlund,Action Horror Sci-Fi Thriller,ultraviolet,Milla Jovovich Cameron Bright Nick Chinlund Kurt Wimmer Action Horror Sci-Fi Thriller
97,Ellory Elkayem,Scarlett Johansson,Doug E. Doug,Riley Smith,Action Comedy Horror,eight legged freaks,Scarlett Johansson Doug E. Doug Riley Smith Ellory Elkayem Action Comedy Horror
98,Vincenzo Natali,Sarah Polley,David Hewlett,Delphine ChanÃÂ©ac,Drama Horror Sci-Fi,splice,Sarah Polley David Hewlett Delphine ChanÃÂ©ac Vincenzo Natali Drama Horror Sci-Fi
99,Bruce Hunt,Eddie Cibrian,Cole Hauser,Marcel Iures,Adventure Horror Thriller,the cave,Eddie Cibrian Cole Hauser Marcel Iures Bruce Hunt Adventure Horror Thriller
100,Craig Gillespie,Grace Phipps,Reid Ewing,Sandra Vergara,Comedy Horror,fright night,Grace Phipps Reid Ewing Sandra Vergara Craig Gillespie Comedy Horror
101,Nick Hamm,Robert De Niro,Cameron Bright,Munro Chambers,Drama Horror Sci-Fi Thriller,godsend,Robert De Niro Cameron Bright Munro Chambers Nick Hamm Drama Horror Sci-Fi Thriller
102,Don Mancini,Jason Flemyng,Billy Boyd,Hannah Spearritt,Comedy Fantasy Horror Thriller,seed of chucky,Jason Flemyng Billy Boyd Hannah Spearritt Don Mancini Comedy Fantasy Horror Thriller
103,Patrick Lussier,Gerard Butler,Danny Masterson,Jeri Ryan,Action Fantasy Horror Thriller,dracula 2000,Gerard Butler Danny Masterson Jeri Ryan Patrick Lussier Action Fantasy Horror Thriller
104,Janusz Kaminski,Philip Baker Hall,Bob Clendenin,Ben Chaplin,Drama Horror Thriller,lost souls,Philip Baker Hall Bob Clendenin Ben Chaplin Janusz Kaminski Drama Horror Thriller
105,John Carpenter,Jason Statham,Clea DuVall,Natasha Henstridge,Action Horror Sci-Fi,ghosts of mars,Jason Statham Clea DuVall Natasha Henstridge John Carpenter Action Horror Sci-Fi
106,Burr Steers,Matt Smith,Bella Heathcote,Sam Riley,Action Horror Romance,pride and prejudice and zombies,Matt Smith Bella Heathcote Sam Riley Burr Steers Action Horror Romance
107,Steve Miner,Oliver Platt,Bridget Fonda,Ty Olsson,Action Comedy Horror,lake placid,Oliver Platt Bridget Fonda Ty Olsson Steve Miner Action Comedy Horror
108,Walter Murch,Piper Laurie,Jean Marsh,Tim Rose,Adventure Family Fantasy Horror Mystery,return to oz,Piper Laurie Jean Marsh Tim Rose Walter Murch Adventure Family Fantasy Horror Mystery
109,Christian Alvart,Bradley Cooper,Callum Rennie,Vanesa Tomasino,Horror Mystery Thriller,case 39,Bradley Cooper Callum Rennie Vanesa Tomasino Christian Alvart Horror Mystery Thriller
110,Renny Harlin,LL Cool J,Clifton Collins Jr.,Eion Bailey,Crime Horror Mystery Thriller,mindhunters,LL Cool J Clifton Collins Jr. Eion Bailey Renny Harlin Crime Horror Mystery Thriller
111,Joel Schumacher,Julia Roberts,Oliver Platt,Hope Davis,Drama Horror Sci-Fi Thriller,flatliners,Julia Roberts Oliver Platt Hope Davis Joel Schumacher Drama Horror Sci-Fi Thriller
112,David R. Ellis,Sarah Carter,Michael Landes,Keegan Connor Tracy,Horror Thriller,final destination 2,Sarah Carter Michael Landes Keegan Connor Tracy David R. Ellis Horror Thriller
113,Scott Stewart,Dennis Quaid,Kate Walsh,Charles S. Dutton,Action Fantasy Horror,legion,Dennis Quaid Kate Walsh Charles S. Dutton Scott Stewart Action Fantasy Horror
114,Michael Cohn,David Conrad,Chris Bauer,Monica Keena,Fantasy Horror,snow white: a tale of terror,David Conrad Chris Bauer Monica Keena Michael Cohn Fantasy Horror
115,Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Tim Blake Nelson,Adventure Comedy Family Fantasy Horror Mystery,scooby-doo 2: monsters unleashed,Sarah Michelle Gellar Linda Cardellini Tim Blake Nelson Raja Gosnell Adventure Comedy Family Fantasy Horror Mystery
116,Ronny Yu,Katharine Isabelle,Jason Ritter,Zack Ward,Action Horror Thriller,freddy vs. jason,Katharine Isabelle Jason Ritter Zack Ward Ronny Yu Action Horror Thriller
117,Matt Reeves,Mike Vogel,Ben Feldman,Liza Lapira,Action Adventure Horror Sci-Fi,cloverfield,Mike Vogel Ben Feldman Liza Lapira Matt Reeves Action Adventure Horror Sci-Fi
118,James Wong,Chelan Simmons,Gina Holden,Crystal Lowe,Horror,final destination 3,Chelan Simmons Gina Holden Crystal Lowe James Wong Horror
119,John Polson,Robert De Niro,Dylan Baker,Robert John Burke,Drama Horror Mystery Thriller,hide and seek,Robert De Niro Dylan Baker Robert John Burke John Polson Drama Horror Mystery Thriller
120,Victor Salva,Nicki Aycox,Jonathan Breck,Billy Aaron Brown,Horror,jeepers creepers ii,Nicki Aycox Jonathan Breck Billy Aaron Brown Victor Salva Horror
121,Dwight H. Little,Nicholas Gonzalez,Salli Richardson-Whitfield,Johnny Messner,Action Adventure Horror Thriller,anacondas: the hunt for the blood orchid,Nicholas Gonzalez Salli Richardson-Whitfield Johnny Messner Dwight H. Little Action Adventure Horror Thriller
122,Ronny Yu,Alexis Arquette,Park Bench,Vince Corazza,Comedy Fantasy Horror Romance,bride of chucky,Alexis Arquette Park Bench Vince Corazza Ronny Yu Comedy Fantasy Horror Romance
123,Troy Nixey,Bailee Madison,Alan Dale,Jack Thompson,Fantasy Horror Thriller,don't be afraid of the dark,Bailee Madison Alan Dale Jack Thompson Troy Nixey Fantasy Horror Thriller
124,Carter Smith,Laura Ramsey,Jonathan Tucker,Sergio CalderÃÂ³n,Horror,the ruins,Laura Ramsey Jonathan Tucker Sergio CalderÃÂ³n Carter Smith Horror
125,David R. Ellis,Chris Zylka,Joel David Moore,Katharine McPhee,Horror Thriller,shark night 3d,Chris Zylka Joel David Moore Katharine McPhee David R. Ellis Horror Thriller
126,Tobe Hooper,Frank Finlay,Steve Railsback,Peter Firth,Action Horror Sci-Fi Thriller,lifeforce,Frank Finlay Steve Railsback Peter Firth Tobe Hooper Action Horror Sci-Fi Thriller
127,Uwe Boll,Meat Loaf,Udo Kier,Michael ParÃÂ©,Action Adventure Fantasy Horror,bloodrayne,Meat Loaf Udo Kier Michael ParÃÂ© Uwe Boll Action Adventure Fantasy Horror
128,Wes Craven,Omar Epps,Jada Pinkett Smith,Kevin Williamson,Horror Mystery,scream 2,Omar Epps Jada Pinkett Smith Kevin Williamson Wes Craven Horror Mystery
129,Danny Cannon,Muse Watson,Mekhi Phifer,Bill Cobbs,Horror Mystery,i still know what you did last summer,Muse Watson Mekhi Phifer Bill Cobbs Danny Cannon Horror Mystery
130,Alexandre Aja,Adam Scott,Kelly Brook,Jessica Szohr,Comedy Horror,piranha 3d,Adam Scott Kelly Brook Jessica Szohr Alexandre Aja Comedy Horror
131,Ruben Fleischer,Emma Stone,Bill Murray,Derek Graf,Adventure Comedy Horror Sci-Fi,zombieland,Emma Stone Bill Murray Derek Graf Ruben Fleischer Adventure Comedy Horror Sci-Fi
132,James Wong,Daniel Roebuck,Brendan Fehr,Kerr Smith,Horror Thriller,final destination,Daniel Roebuck Brendan Fehr Kerr Smith James Wong Horror Thriller
133,David Twohy,Vin Diesel,Radha Mitchell,Cole Hauser,Horror Sci-Fi,pitch black,Vin Diesel Radha Mitchell Cole Hauser David Twohy Horror Sci-Fi
134,Joseph Sargent,Judith Barsi,Mario Van Peebles,Lynn Whitfield,Adventure Horror Thriller,jaws: the revenge,Judith Barsi Mario Van Peebles Lynn Whitfield Joseph Sargent Adventure Horror Thriller
135,Mikael HÃÂ¥fstrÃÂ¶m,Drew Powell,Kim Thomson,Alexandra Silber,Fantasy Horror,1408,Drew Powell Kim Thomson Alexandra Silber Mikael HÃÂ¥fstrÃÂ¶m Fantasy Horror
