,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
14,James Mangold,Tom Cruise,Marc Blucas,Jordi MollÃÂ ,Action Comedy Romance,knight and day,Tom Cruise Marc Blucas Jordi MollÃÂ  James Mangold Action Comedy Romance
15,Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller,mr. & mrs. smith,Brad Pitt Angelina Jolie Pitt Stephanie March Doug Liman Action Comedy Crime Romance Thriller
16,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action Crime Romance Thriller,speed 2: cruise control,Jason Patric Temuera Morrison Lois Chiles Jan de Bont Action Crime Romance Thriller
17,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation Family Fantasy Musical Romance,the princess and the frog,Oprah Winfrey Jenifer Lewis Anika Noni Rose Ron Clements Animation Family Fantasy Musical Romance
18,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,Comedy Romance,town & country,Del Zamora Warren Beatty Garry Shandling Peter Chelsom Comedy Romance
19,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action Drama Romance,gladiator,Djimon Hounsou Connie Nielsen Oliver Reed Ridley Scott Action Drama Romance
20,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Biography Crime Drama History Romance,public enemies,Johnny Depp Christian Bale Stephen Graham Michael Mann Biography Crime Drama History Romance
21,Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,Comedy Romance,little fockers,Robert De Niro Blythe Danner Teri Polo Paul Weitz Comedy Romance
22,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Animation Drama Family Musical Romance,the hunchback of notre dame,Demi Moore Jason Alexander Bill Fagerbakke Gary Trousdale Animation Drama Family Musical Romance
23,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Action Crime Fantasy Romance Thriller,catwoman,Frances Conroy Christopher Heyerdahl Alex Borstein Pitof Action Crime Fantasy Romance Thriller
24,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,Drama History Romance War,the flowers of war,Christian Bale Ni Ni Shigeo Kobayashi Yimou Zhang Drama History Romance War
25,Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,Comedy Drama Romance,sex and the city 2,Chris Noth Liza Minnelli Kristin Davis Michael Patrick King Comedy Drama Romance
26,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Adventure Animation Comedy Family Romance,the road to el dorado,Frank Welker Rosie Perez Elton John Bibo Bergeron Adventure Animation Comedy Family Romance
27,Wally Pfister,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,Drama Mystery Romance Sci-Fi Thriller,transcendence,Johnny Depp Morgan Freeman Clifton Collins Jr. Wally Pfister Drama Mystery Romance Sci-Fi Thriller
28,Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick,Adventure Comedy Drama Fantasy Romance,the secret life of walter mitty,Adam Scott Adrian Martinez Joey Slotnick Ben Stiller Adventure Comedy Drama Fantasy Romance
29,Robert Zemeckis,Tom Hanks,Paul Sanchez,Nick Searcy,Adventure Drama Romance,cast away,Tom Hanks Paul Sanchez Nick Searcy Robert Zemeckis Adventure Drama Romance
30,George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily,Animation Comedy Family Music Romance,happy feet,Robin Williams Hugh Jackman Elizabeth Daily George Miller Animation Comedy Family Music Romance
31,Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,Action Adventure Romance,the three musketeers,Milla Jovovich Logan Lerman Orlando Bloom Paul W.S. Anderson Action Adventure Romance
32,Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore,Animation Comedy Family Fantasy Musical Romance,enchanted,Jeff Bennett Teala Dunn Fred Tatasciore Kevin Lima Animation Comedy Family Fantasy Musical Romance
33,Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish,Comedy Romance,the holiday,Kate Winslet Rufus Sewell Sarah Parish Nancy Meyers Comedy Romance
34,Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan,Comedy Drama Romance,it's complicated,Meryl Streep Hunter Parrish Zoe Kazan Nancy Meyers Comedy Drama Romance
35,Rob Marshall,Li Gong,Mako,Karl Yune,Drama Romance,memoirs of a geisha,Li Gong Mako Karl Yune Rob Marshall Drama Romance
36,Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber,Drama Fantasy Romance,meet joe black,Anthony Hopkins Brad Pitt Jake Weber Martin Brest Drama Fantasy Romance
37,Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong,Action Comedy Fantasy Romance,scott pilgrim vs. the world,Anna Kendrick Kieran Culkin Ellen Wong Edgar Wright Action Comedy Fantasy Romance
38,Peter Segal,Larry Miller,Janet Jackson,Chris Elliott,Comedy Romance Sci-Fi,nutty professor ii: the klumps,Larry Miller Janet Jackson Chris Elliott Peter Segal Comedy Romance Sci-Fi
39,Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner,Comedy Drama Fantasy Romance,click,Adam Sandler Cameron Monaghan Julie Kavner Frank Coraci Comedy Drama Fantasy Romance
40,Mimi Leder,Morgan Freeman,Jon Favreau,Robert Duvall,Action Drama Romance Sci-Fi Thriller,deep impact,Morgan Freeman Jon Favreau Robert Duvall Mimi Leder Action Drama Romance Sci-Fi Thriller
41,Nancy Meyers,Keanu Reeves,Jon Favreau,Paul Michael Glaser,Comedy Drama Romance,something's gotta give,Keanu Reeves Jon Favreau Paul Michael Glaser Nancy Meyers Comedy Drama Romance
42,Seth Gordon,Jon Favreau,Robert Duvall,Katy Mixon,Comedy Drama Romance,four christmases,Jon Favreau Robert Duvall Katy Mixon Seth Gordon Comedy Drama Romance
43,Adam Shankman,Adam Sandler,Carmen Electra,Kathryn Joosten,Comedy Family Fantasy Romance,bedtime stories,Adam Sandler Carmen Electra Kathryn Joosten Adam Shankman Comedy Family Fantasy Romance
44,Dennis Dugan,Adam Sandler,Bailee Madison,Kevin Nealon,Comedy Romance,just go with it,Adam Sandler Bailee Madison Kevin Nealon Dennis Dugan Comedy Romance
45,Anthony Minghella,Philip Seymour Hoffman,Natalie Portman,Charlie Hunnam,Adventure Drama History Romance War,cold mountain,Philip Seymour Hoffman Natalie Portman Charlie Hunnam Anthony Minghella Adventure Drama History Romance War
46,Richard Donner,Julia Roberts,Alex McArthur,Michael Potts,Action Crime Mystery Romance Thriller,conspiracy theory,Julia Roberts Alex McArthur Michael Potts Richard Donner Action Crime Mystery Romance Thriller
47,Ivan Reitman,Harrison Ford,Anne Heche,Amy Sedaris,Action Adventure Comedy Romance,six days seven nights,Harrison Ford Anne Heche Amy Sedaris Ivan Reitman Action Adventure Comedy Romance
48,Frank Coraci,Rosario Dawson,Leslie Bibb,Nicholas Turturro,Comedy Family Romance,zookeeper,Rosario Dawson Leslie Bibb Nicholas Turturro Frank Coraci Comedy Family Romance
49,Henry Jaglom,Vanessa Redgrave,Stephen Dillane,Michael Brandon,Drama Romance,dÃÂ©jÃÂ  vu,Vanessa Redgrave Stephen Dillane Michael Brandon Henry Jaglom Drama Romance
50,Vincent Ward,Robin Williams,Annabella Sciorra,Rosalind Chao,Drama Fantasy Romance,what dreams may come,Robin Williams Annabella Sciorra Rosalind Chao Vincent Ward Drama Fantasy Romance
51,Rob Marshall,Fergie,Elio Germano,Andrea Di Stefano,Drama Musical Romance,nine,Fergie Elio Germano Andrea Di Stefano Rob Marshall Drama Musical Romance
52,Paul W.S. Anderson,Sasha Roiz,Currie Graham,Dylan Schombing,Action Adventure Drama History Romance,pompeii,Sasha Roiz Currie Graham Dylan Schombing Paul W.S. Anderson Action Adventure Drama History Romance
53,Peter Segal,Adam Sandler,Peter Dante,Allen Covert,Comedy Romance,50 first dates,Adam Sandler Peter Dante Allen Covert Peter Segal Comedy Romance
54,Adam Shankman,Jerry Stiller,Elijah Kelley,Paul Dooley,Comedy Drama Family Music Musical Romance,hairspray,Jerry Stiller Elijah Kelley Paul Dooley Adam Shankman Comedy Drama Family Music Musical Romance
55,Robert Luketic,Tom Selleck,Lisa Ann Walter,Catherine O'Hara,Action Comedy Romance Thriller,killers,Tom Selleck Lisa Ann Walter Catherine O'Hara Robert Luketic Action Comedy Romance Thriller
56,James L. Brooks,Adam Sandler,Paz Vega,Sarah Steele,Comedy Drama Romance,spanglish,Adam Sandler Paz Vega Sarah Steele James L. Brooks Comedy Drama Romance
57,Barry Levinson,Bruce Willis,BrÃÂ­an F. O'Byrne,Azura Skye,Comedy Crime Drama Romance,bandits,Bruce Willis BrÃÂ­an F. O'Byrne Azura Skye Barry Levinson Comedy Crime Drama Romance
58,Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,Action Adventure Romance Thriller,first knight,Julia Ormond Ben Cross John Gielgud Jerry Zucker Action Adventure Romance Thriller
59,Andy Tennant,Bai Ling,Geoffrey Palmer,Randall Duk Kim,Drama History Romance,anna and the king,Bai Ling Geoffrey Palmer Randall Duk Kim Andy Tennant Drama History Romance
60,Tarsem Singh,Henry Cavill,Daniel Sharman,Steve Byers,Action Drama Fantasy Romance,immortals,Henry Cavill Daniel Sharman Steve Byers Tarsem Singh Action Drama Fantasy Romance
61,Andy Tennant,Matthew McConaughey,Ray Winstone,Alexis Dziena,Action Adventure Comedy Romance Thriller,fool's gold,Matthew McConaughey Ray Winstone Alexis Dziena Andy Tennant Action Adventure Comedy Romance Thriller
62,Frank Darabont,Martin Landau,Hal Holbrook,Jeffrey DeMunn,Drama Romance,the majestic,Martin Landau Hal Holbrook Jeffrey DeMunn Frank Darabont Drama Romance
63,M. Night Shyamalan,Bryce Dallas Howard,Judy Greer,William Hurt,Drama Mystery Romance Thriller,the village,Bryce Dallas Howard Judy Greer William Hurt M. Night Shyamalan Drama Mystery Romance Thriller
64,Andrew Adamson,Rupert Everett,Jennifer Saunders,Conrad Vernon,Adventure Animation Comedy Family Fantasy Romance,shrek 2,Rupert Everett Jennifer Saunders Conrad Vernon Andrew Adamson Adventure Animation Comedy Family Fantasy Romance
65,Garry Marshall,Julia Roberts,Christopher Meloni,Hector Elizondo,Comedy Romance,runaway bride,Julia Roberts Christopher Meloni Hector Elizondo Garry Marshall Comedy Romance
66,Cameron Crowe,Tom Cruise,Ivana Milicevic,Noah Taylor,Fantasy Mystery Romance Sci-Fi Thriller,vanilla sky,Tom Cruise Ivana Milicevic Noah Taylor Cameron Crowe Fantasy Mystery Romance Sci-Fi Thriller
67,Mike Nichols,David Hyde Pierce,Peter Gerety,Ron Rifkin,Drama Horror Romance Thriller,wolf,David Hyde Pierce Peter Gerety Ron Rifkin Mike Nichols Drama Horror Romance Thriller
68,Matthew Vaughn,Henry Cavill,David Kelly,Nathaniel Parker,Adventure Family Fantasy Romance,stardust,Henry Cavill David Kelly Nathaniel Parker Matthew Vaughn Adventure Family Fantasy Romance
69,Adam Shankman,James Martin Kelly,Shane Hartline,Celina Beach,Comedy Drama Musical Romance,rock of ages,James Martin Kelly Shane Hartline Celina Beach Adam Shankman Comedy Drama Musical Romance
70,David Slade,Robert Pattinson,Kristen Stewart,Anna Kendrick,Adventure Drama Fantasy Romance,the twilight saga: eclipse,Robert Pattinson Kristen Stewart Anna Kendrick David Slade Adventure Drama Fantasy Romance
71,Alejandro AmenÃÂ¡bar,Max Minghella,Ashraf Barhom,Rupert Evans,Adventure Drama History Romance,agora,Max Minghella Ashraf Barhom Rupert Evans Alejandro AmenÃÂ¡bar Adventure Drama History Romance
72,Bobby Farrelly,Jenna Fischer,Larry Joe Campbell,Stephen Merchant,Comedy Romance,hall pass,Jenna Fischer Larry Joe Campbell Stephen Merchant Bobby Farrelly Comedy Romance
73,Jon Amiel,Will Patton,Kevin McNally,Maury Chaykin,Action Crime Romance Thriller,entrapment,Will Patton Kevin McNally Maury Chaykin Jon Amiel Action Crime Romance Thriller
74,Nancy Meyers,Judy Greer,Lisa Edelstein,Loretta Devine,Comedy Fantasy Romance,what women want,Judy Greer Lisa Edelstein Loretta Devine Nancy Meyers Comedy Fantasy Romance
75,Tom Hooper,Hugh Jackman,Eddie Redmayne,Anne Hathaway,Drama Musical Romance,les misÃÂ©rables,Hugh Jackman Eddie Redmayne Anne Hathaway Tom Hooper Drama Musical Romance
76,Nora Ephron,Tom Hanks,Jean Stapleton,Dave Chappelle,Comedy Drama Romance,you've got mail,Tom Hanks Jean Stapleton Dave Chappelle Nora Ephron Comedy Drama Romance
77,Martin Campbell,Anthony Hopkins,Tony Amendola,Stuart Wilson,Action Adventure Comedy Romance Thriller Western,the mask of zorro,Anthony Hopkins Tony Amendola Stuart Wilson Martin Campbell Action Adventure Comedy Romance Thriller Western
78,Larry Charles,Sayed Badreya,Aasif Mandvi,Horatio Sanz,Comedy Romance,the dictator,Sayed Badreya Aasif Mandvi Horatio Sanz Larry Charles Comedy Romance
79,Glenn Ficarra,Will Smith,Adrian Martinez,Gerald McRaney,Comedy Crime Drama Romance,focus,Will Smith Adrian Martinez Gerald McRaney Glenn Ficarra Comedy Crime Drama Romance
80,McG,Tom Hardy,Abigail Spencer,Warren Christie,Action Comedy Romance,this means war,Tom Hardy Abigail Spencer Warren Christie McG Action Comedy Romance
81,Sydney Pollack,Harrison Ford,Kristin Scott Thomas,Bill Cobbs,Drama Mystery Romance,random hearts,Harrison Ford Kristin Scott Thomas Bill Cobbs Sydney Pollack Drama Mystery Romance
82,Rob Reiner,Shawna Waldron,Samantha Mathis,Wendie Malick,Comedy Drama Romance,the american president,Shawna Waldron Samantha Mathis Wendie Malick Rob Reiner Comedy Drama Romance
83,Marco Schnabel,Justin Timberlake,Romany Malco,Verne Troyer,Comedy Romance Sport,the love guru,Justin Timberlake Romany Malco Verne Troyer Marco Schnabel Comedy Romance Sport
84,Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,Comedy Romance,meet the fockers,Robert De Niro Blythe Danner Teri Polo Jay Roach Comedy Romance
85,Marc Lawrence,Dorian Missick,Alicia Witt,Dana Ivey,Comedy Romance,two weeks notice,Dorian Missick Alicia Witt Dana Ivey Marc Lawrence Comedy Romance
86,Ryan Murphy,James Franco,Julia Roberts,Billy Crudup,Drama Romance,eat pray love,James Franco Julia Roberts Billy Crudup Ryan Murphy Drama Romance
87,Brett Ratner,Nicolas Cage,Don Cheadle,Amber Valletta,Comedy Drama Fantasy Romance,the family man,Nicolas Cage Don Cheadle Amber Valletta Brett Ratner Comedy Drama Fantasy Romance
88,Robert Redford,Scarlett Johansson,Kristin Scott Thomas,Jessalyn Gilsig,Drama Romance Western,the horse whisperer,Scarlett Johansson Kristin Scott Thomas Jessalyn Gilsig Robert Redford Drama Romance Western
89,Jon Avnet,Joe Mantegna,Stockard Channing,Raymond Cruz,Drama Romance,up close & personal,Joe Mantegna Stockard Channing Raymond Cruz Jon Avnet Drama Romance
90,unknown,Bianca Kajlich,Oliver Hudson,Adhir Kalyan,Comedy Romance,rules of engagementÃÂ            ,Bianca Kajlich Oliver Hudson Adhir Kalyan unknown Comedy Romance
91,Griffin Dunne,Goran Visnjic,Dianne Wiest,Stockard Channing,Comedy Drama Fantasy Romance,practical magic,Goran Visnjic Dianne Wiest Stockard Channing Griffin Dunne Comedy Drama Fantasy Romance
92,Tony Gilroy,Julia Roberts,Tom Wilkinson,Denis O'Hare,Comedy Crime Romance Thriller,duplicity,Julia Roberts Tom Wilkinson Denis O'Hare Tony Gilroy Comedy Crime Romance Thriller
93,Joel Coen,Cedric the Entertainer,Paul Adelstein,Julia Duffy,Comedy Crime Romance,intolerable cruelty,Cedric the Entertainer Paul Adelstein Julia Duffy Joel Coen Comedy Crime Romance
94,Patrick Gilmore,Brad Pitt,Adriano Giannini,Timothy West,Adventure Animation Comedy Drama Family Fantasy Romance,sinbad: legend of the seven seas,Brad Pitt Adriano Giannini Timothy West Patrick Gilmore Adventure Animation Comedy Drama Family Fantasy Romance
95,Tom Shadyac,Joe Morton,Susanna Thompson,Matt Craven,Drama Fantasy Mystery Romance Thriller,dragonfly,Joe Morton Susanna Thompson Matt Craven Tom Shadyac Drama Fantasy Mystery Romance Thriller
96,Tony Bill,James Franco,Tyler Labine,Philip Winchester,Action Adventure Drama History Romance War,flyboys,James Franco Tyler Labine Philip Winchester Tony Bill Action Adventure Drama History Romance War
97,Akiva Goldsman,Matt Bomer,William Hurt,Kevin Corrigan,Drama Fantasy Mystery Romance,winter's tale,Matt Bomer William Hurt Kevin Corrigan Akiva Goldsman Drama Fantasy Mystery Romance
98,Harald Zwart,Aidan Turner,Kevin Zegers,CCH Pounder,Fantasy Horror Mystery Romance,the mortal instruments: city of bones,Aidan Turner Kevin Zegers CCH Pounder Harald Zwart Fantasy Horror Mystery Romance
99,Brian Robbins,Marc Blucas,Mike O'Malley,Shawn Christian,Adventure Comedy Family Romance Sci-Fi,meet dave,Marc Blucas Mike O'Malley Shawn Christian Brian Robbins Adventure Comedy Family Romance Sci-Fi
100,David Koepp,Johnny Depp,Olivia Munn,Ulrich Thomsen,Action Comedy Mystery Romance,mortdecai,Johnny Depp Olivia Munn Ulrich Thomsen David Koepp Action Comedy Mystery Romance
101,Martin Campbell,Angelina Jolie Pitt,Teri Polo,Noah Emmerich,Adventure Drama Romance War,beyond borders,Angelina Jolie Pitt Teri Polo Noah Emmerich Martin Campbell Adventure Drama Romance War
102,Tim Miller,Ryan Reynolds,Ed Skrein,Stefan Kapicic,Action Adventure Comedy Romance Sci-Fi,deadpool,Ryan Reynolds Ed Skrein Stefan Kapicic Tim Miller Action Adventure Comedy Romance Sci-Fi
103,Mark Waters,Jon Heder,Ivana Milicevic,Willie Garson,Comedy Fantasy Romance,just like heaven,Jon Heder Ivana Milicevic Willie Garson Mark Waters Comedy Fantasy Romance
104,Brian Levant,Taylor Negron,Mark Addy,Danny Woodburn,Comedy Family Romance Sci-Fi,the flintstones in viva rock vegas,Taylor Negron Mark Addy Danny Woodburn Brian Levant Comedy Family Romance Sci-Fi
105,George Clooney,Robert Baker,Malcolm Goodwin,Matt Bushell,Comedy Drama Romance Sport,leatherheads,Robert Baker Malcolm Goodwin Matt Bushell George Clooney Comedy Drama Romance Sport
106,Marc Lawrence,Michael Kelly,Kim Shaw,Kevin Brown,Comedy Drama Romance,did you hear about the morgans?,Michael Kelly Kim Shaw Kevin Brown Marc Lawrence Comedy Drama Romance
107,unknown,Chris Noth,Kristin Davis,Cynthia Nixon,Comedy Romance,sex and the cityÃÂ            ,Chris Noth Kristin Davis Cynthia Nixon unknown Comedy Romance
108,John Madden,Christian Bale,Irene Papas,Mihalis Giannatos,Drama Music Romance War,captain corelli's mandolin,Christian Bale Irene Papas Mihalis Giannatos John Madden Drama Music Romance War
109,unknown,Barry Corbin,Noureen DeWulf,Brian Austin Green,Comedy Romance,anger managementÃÂ            ,Barry Corbin Noureen DeWulf Brian Austin Green unknown Comedy Romance
110,Mike Gabriel,Christian Bale,Frank Welker,Irene Bedard,Adventure Animation Drama Family History Musical Romance,pocahontas,Christian Bale Frank Welker Irene Bedard Mike Gabriel Adventure Animation Drama Family History Musical Romance
111,Richard Donner,Marlon Brando,Margot Kidder,Ned Beatty,Action Adventure Drama Romance Sci-Fi,superman,Marlon Brando Margot Kidder Ned Beatty Richard Donner Action Adventure Drama Romance Sci-Fi
112,Tom Shadyac,Jada Pinkett Smith,James Coburn,Dave Chappelle,Comedy Romance Sci-Fi,the nutty professor,Jada Pinkett Smith James Coburn Dave Chappelle Tom Shadyac Comedy Romance Sci-Fi
113,Andy Tennant,Will Smith,Michael Rapaport,Kevin Sussman,Comedy Romance,hitch,Will Smith Michael Rapaport Kevin Sussman Andy Tennant Comedy Romance
114,Sam Weisman,Brendan Fraser,Abraham Benrubi,Holland Taylor,Action Adventure Comedy Family Romance,george of the jungle,Brendan Fraser Abraham Benrubi Holland Taylor Sam Weisman Action Adventure Comedy Family Romance
115,Jesse Dylan,Alyson Hannigan,Thomas Ian Nicholas,Fred Willard,Comedy Romance,american wedding,Alyson Hannigan Thomas Ian Nicholas Fred Willard Jesse Dylan Comedy Romance
116,Shawn Levy,Mila Kunis,James Franco,Steve Carell,Comedy Crime Romance Thriller,date night,Mila Kunis James Franco Steve Carell Shawn Levy Comedy Crime Romance Thriller
117,Wayne Wang,Bob Hoskins,Frances Conroy,Natasha Richardson,Comedy Drama Romance,maid in manhattan,Bob Hoskins Frances Conroy Natasha Richardson Wayne Wang Comedy Drama Romance
118,Brad Silberling,Nicolas Cage,Andre Braugher,Colm Feore,Drama Fantasy Romance,city of angels,Nicolas Cage Andre Braugher Colm Feore Brad Silberling Drama Fantasy Romance
119,Joel Schumacher,Gerard Butler,Minnie Driver,Miranda Richardson,Drama Musical Romance Thriller,the phantom of the opera,Gerard Butler Minnie Driver Miranda Richardson Joel Schumacher Drama Musical Romance Thriller
120,Steve Antin,Eric Dane,Peter Gallagher,David Walton,Drama Music Musical Romance,burlesque,Eric Dane Peter Gallagher David Walton Steve Antin Drama Music Musical Romance
121,Jean-Pierre Jeunet,Denis Lavant,AndrÃÂ© Dussollier,Albert Dupontel,Drama Mystery Romance War,a very long engagement,Denis Lavant AndrÃÂ© Dussollier Albert Dupontel Jean-Pierre Jeunet Drama Mystery Romance War
122,Gabriele Muccino,Will Smith,Rosario Dawson,Madison Pettis,Drama Romance,seven pounds,Will Smith Rosario Dawson Madison Pettis Gabriele Muccino Drama Romance
123,Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer,Comedy Drama Romance,elizabethtown,Orlando Bloom Kirsten Dunst Judy Greer Cameron Crowe Comedy Drama Romance
124,Anthony Russo,Todd Stashwick,Billy Gardell,Amanda Detmer,Comedy Romance,"you, me and dupree",Todd Stashwick Billy Gardell Amanda Detmer Anthony Russo Comedy Romance
125,Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,Action Adventure Romance Sci-Fi,superman ii,Margot Kidder Ned Beatty Jackie Cooper Richard Lester Action Adventure Romance Sci-Fi
126,Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,Comedy Crime Romance,gigli,Todd Giebenhain Lenny Venito David Backus Martin Brest Comedy Crime Romance
127,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,Adventure Animation Drama Family Fantasy Musical Mystery Romance,anastasia,Kirsten Dunst Kelsey Grammer Bernadette Peters Don Bluth Adventure Animation Drama Family Fantasy Musical Mystery Romance
128,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,Drama Musical Romance,moulin rouge!,Jim Broadbent Kylie Minogue Richard Roxburgh Baz Luhrmann Drama Musical Romance
129,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,Drama Romance Sport,lucky you,Robert Downey Jr. Robert Duvall Kelvin Han Yee Curtis Hanson Drama Romance Sport
130,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,Comedy Drama Romance,the break-up,Jon Favreau John Michael Higgins Ann-Margret Peyton Reed Comedy Drama Romance
131,Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,Comedy Family Musical Romance,mamma mia!,Colin Firth Meryl Streep Julie Walters Phyllida Lloyd Comedy Family Musical Romance
132,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,Comedy Romance,valentine's day,Bradley Cooper Taylor Lautner Anne Hathaway Garry Marshall Comedy Romance
133,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: new moon,Robert Pattinson Kristen Stewart Taylor Lautner Chris Weitz Adventure Drama Fantasy Romance
134,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,Romance Sci-Fi Thriller,the adjustment bureau,Matt Damon Michael Kelly Jon Stewart George Nolfi Romance Sci-Fi Thriller
135,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,Action Adventure Drama Romance,robin hood: prince of thieves,Alan Rickman Morgan Freeman Michael Wincott Kevin Reynolds Action Adventure Drama Romance
136,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,Comedy Drama Romance Sport,jerry maguire,Tom Cruise Kelly Preston Bonnie Hunt Cameron Crowe Comedy Drama Romance Sport
137,James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,Comedy Drama Romance,as good as it gets,Lupe Ontiveros Yeardley Smith Shirley Knight James L. Brooks Comedy Drama Romance
138,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,Biography Comedy Drama Romance,patch adams,Robin Williams Philip Seymour Hoffman Monica Potter Tom Shadyac Biography Comedy Drama Romance
139,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,Comedy Romance,mr. deeds,Steve Buscemi Adam Sandler Peter Gallagher Steven Brill Comedy Romance
